iShares Russell 2000 ETF
Fund Holdings as of,"Sep 14, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"277,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CMRE","COSTAMARE","Industrials","Equity","18,351,751.94","0.02","18,351,751.94","1,212,938.00","15.13","Monaco","NYSE","USD","1.00","USD","Jan 01, 1970"
"TCBX","THIRD COAST BANCSHARES INC","Financials","Equity","18,335,062.92","0.02","18,335,062.92","404,034.00","45.38","United States","NYSE","USD","1.00","USD","-"
"CTO","CTO REALTY GROWTH INC","Real Estate","Equity","18,303,127.22","0.02","18,303,127.22","877,427.00","20.86","United States","NYSE","USD","1.00","USD","-"
"ABR","ARBOR REALTY TRUST REIT","Financials","Equity","18,261,847.35","0.02","18,261,847.35","3,927,279.00","4.65","United States","NYSE","USD","1.00","USD","-"
"SPFI","SOUTH PLAINS FINANCIAL INC","Financials","Equity","18,251,153.28","0.02","18,251,153.28","412,176.00","44.28","United States","NASDAQ","USD","1.00","USD","-"
"ELE","ELEMENTAL ROYALTY CORP","Materials","Equity","18,235,042.00","0.02","18,235,042.00","864,220.00","21.10","Canada","NASDAQ","USD","1.00","USD","-"
"MLR","MILLER INDUSTRIES INC","Industrials","Equity","18,237,151.09","0.02","18,237,151.09","335,921.00","54.29","United States","NYSE","USD","1.00","USD","-"
"BKSY","BLACKSKY TECHNOLOGY CLASS A","Industrials","Equity","18,227,726.40","0.02","18,227,726.40","876,333.00","20.80","United States","NYSE","USD","1.00","USD","-"
"BETA","BETA TECHNOLOGIES CLASS A","Industrials","Equity","18,182,104.16","0.02","18,182,104.16","879,212.00","20.68","United States","NYSE","USD","1.00","USD","-"
"FWRG","FIRST WATCH RESTAURANT GROUP","Consumer Discretionary","Equity","18,179,964.64","0.02","18,179,964.64","1,600,349.00","11.36","United States","NASDAQ","USD","1.00","USD","-"
"TBPH","THERAVANCE BIOPHARMA","Health Care","Equity","18,166,480.02","0.02","18,166,480.02","1,066,734.00","17.03","United States","NASDAQ","USD","1.00","USD","-"
"AROW","ARROW FINANCIAL CORP","Financials","Equity","18,172,251.49","0.02","18,172,251.49","466,793.00","38.93","United States","NASDAQ","USD","1.00","USD","-"
"IRWD","IRONWOOD PHARMA CLASS A","Health Care","Equity","18,032,389.38","0.02","18,032,389.38","4,324,314.00","4.17","United States","NASDAQ","USD","1.00","USD","-"
"ACNB","ACNB CORP","Financials","Equity","18,023,351.75","0.02","18,023,351.75","277,325.00","64.99","United States","NASDAQ","USD","1.00","USD","-"
"NNE","NANO NUCLEAR ENERGY","Industrials","Equity","18,030,573.68","0.02","18,030,573.68","1,134,712.00","15.89","United States","NASDAQ","USD","1.00","USD","-"
"MTUS","METALLUS INC","Materials","Equity","17,991,861.72","0.02","17,991,861.72","960,078.00","18.74","United States","NYSE","USD","1.00","USD","-"
"SLDB","SOLID BIOSCIENCES INC","Health Care","Equity","17,959,336.56","0.02","17,959,336.56","2,054,844.00","8.74","United States","NASDAQ","USD","1.00","USD","-"
"IRMD","IRADIMED","Health Care","Equity","17,909,587.71","0.02","17,909,587.71","217,007.00","82.53","United States","NASDAQ","USD","1.00","USD","-"
"REPX","RILEY EXPLORATION PERMIAN INC","Energy","Equity","17,877,520.80","0.02","17,877,520.80","413,640.00","43.22","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CCSI","CONSENSUS CLOUD SOLUTIONS INC","Information Technology","Equity","17,815,118.36","0.02","17,815,118.36","482,533.00","36.92","United States","NASDAQ","USD","1.00","USD","-"
"BBNX","BETA BIONICS","Health Care","Equity","17,793,124.58","0.02","17,793,124.58","1,063,546.00","16.73","United States","NASDAQ","USD","1.00","USD","-"
"OSPN","ONESPAN","Information Technology","Equity","17,747,146.80","0.02","17,747,146.80","1,012,965.00","17.52","United States","NASDAQ","USD","1.00","USD","-"
"AVTX","AVALO THERAPEUTICS","Health Care","Equity","17,706,032.88","0.02","17,706,032.88","1,094,316.00","16.18","United States","NASDAQ","USD","1.00","USD","-"
"JBGS","JBG SMITH PROPERTIES","Real Estate","Equity","17,700,367.50","0.02","17,700,367.50","1,573,366.00","11.25","United States","NYSE","USD","1.00","USD","-"
"ACRS","ACLARIS THERAPEUTICS","Health Care","Equity","17,700,970.80","0.02","17,700,970.80","3,138,470.00","5.64","United States","NASDAQ","USD","1.00","USD","-"
"EVER","EVERQUOTE CLASS A","Communication","Equity","17,694,106.02","0.02","17,694,106.02","736,334.00","24.03","United States","NASDAQ","USD","1.00","USD","-"
"CADL","CANDEL THERAPEUTICS INC","Health Care","Equity","17,638,548.03","0.02","17,638,548.03","1,652,323.00","10.68","United States","NASDAQ","USD","1.00","USD","-"
"DC","DAKOTA GOLD CORP","Materials","Equity","17,613,817.54","0.02","17,613,817.54","3,021,238.00","5.83","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ASC","ARDMORE SHIPPING CORP","Energy","Equity","17,607,356.25","0.02","17,607,356.25","939,059.00","18.75","Bermuda","NYSE","USD","1.00","USD","-"
"MSBI","MIDLAND STATES BANCORP INC","Financials","Equity","17,458,536.86","0.02","17,458,536.86","519,754.00","33.59","United States","NASDAQ","USD","1.00","USD","-"
"INDI","INDIE SEMICONDUCTOR INC CLASS A","Information Technology","Equity","17,451,070.86","0.02","17,451,070.86","5,575,422.00","3.13","United States","NASDAQ","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","17,437,371.74","0.02","17,437,371.74","9,129,514.00","1.91","United States","NYSE","USD","1.00","USD","-"
"AMBP","ARDAGH METAL PACKAGING SA","Materials","Equity","17,413,234.08","0.02","17,413,234.08","3,642,936.00","4.78","United States","NYSE","USD","1.00","USD","-"
"CBLL","CERIBELL","Health Care","Equity","17,403,419.31","0.02","17,403,419.31","715,307.00","24.33","United States","NASDAQ","USD","1.00","USD","-"
"PTRN","PATTERN GROUP SERIES A","Consumer Discretionary","Equity","17,354,768.74","0.02","17,354,768.74","869,042.00","19.97","United States","NASDAQ","USD","1.00","USD","-"
"GSBC","GREAT SOUTHERN BANCORP INC","Financials","Equity","17,333,156.50","0.02","17,333,156.50","215,855.00","80.30","United States","NASDAQ","USD","1.00","USD","-"
"LXU","LSB INDUSTRIES","Materials","Equity","17,253,157.60","0.02","17,253,157.60","1,559,960.00","11.06","United States","NYSE","USD","1.00","USD","-"
"PUBM","PUBMATIC CLASS A","Communication","Equity","17,195,651.13","0.02","17,195,651.13","1,036,507.00","16.59","United States","NASDAQ","USD","1.00","USD","-"
"LYTS","LSI INDUSTRIES INC","Industrials","Equity","17,200,700.00","0.02","17,200,700.00","860,035.00","20.00","United States","NASDAQ","USD","1.00","USD","-"
"MLAB","MESA LABORATORIES","Health Care","Equity","17,119,447.52","0.02","17,119,447.52","140,924.00","121.48","United States","NASDAQ","USD","1.00","USD","-"
"CRSR","CORSAIR GAMING INC","Information Technology","Equity","17,094,317.60","0.02","17,094,317.60","1,311,920.00","13.03","United States","NASDAQ","USD","1.00","USD","-"
"CWBC","COMMUNITY WEST BANCSHARES","Financials","Equity","17,078,816.52","0.02","17,078,816.52","651,366.00","26.22","United States","NASDAQ","USD","1.00","USD","-"
"SPT","SPROUT SOCIAL CLASS A","Information Technology","Equity","17,082,690.61","0.02","17,082,690.61","1,468,847.00","11.63","United States","NASDAQ","USD","1.00","USD","-"
"ALT","ALTIMMUNE INC","Health Care","Equity","17,049,516.00","0.02","17,049,516.00","5,166,520.00","3.30","United States","NASDAQ","USD","1.00","USD","-"
"HIPO","HIPPO HOLDINGS","Financials","Equity","17,030,442.24","0.02","17,030,442.24","526,932.00","32.32","United States","NYSE","USD","1.00","USD","-"
"MATV","MATIV HOLDINGS","Materials","Equity","16,960,624.44","0.02","16,960,624.44","1,436,124.00","11.81","United States","NYSE","USD","1.00","USD","-"
"EGY","VAALCO ENERGY INC","Energy","Equity","16,872,030.78","0.02","16,872,030.78","2,690,914.00","6.27","United States","NYSE","USD","1.00","USD","-"
"CXM","SPRINKLR CLASS A","Information Technology","Equity","16,848,257.31","0.02","16,848,257.31","2,909,889.00","5.79","United States","NYSE","USD","1.00","USD","-"
"ONT","ONTERRIS","Industrials","Equity","16,784,287.26","0.02","16,784,287.26","889,941.00","18.86","United States","NYSE","USD","1.00","USD","-"
"MMED","MINIMED INC","Health Care","Equity","16,780,026.90","0.02","16,780,026.90","763,770.00","21.97","United States","NASDAQ","USD","1.00","USD","-"
"NAVI","NAVIENT","Financials","Equity","16,765,805.10","0.02","16,765,805.10","1,714,295.00","9.78","United States","NASDAQ","USD","1.00","USD","-"
"MCS","THE MARCUS CORP","Communication","Equity","16,758,672.57","0.02","16,758,672.57","606,539.00","27.63","United States","NYSE","USD","1.00","USD","-"
"CSIQ","CANADIAN SOLAR","Information Technology","Equity","16,750,540.10","0.02","16,750,540.10","1,293,478.00","12.95","China","NASDAQ","USD","1.00","USD","-"
"SOC","SABLE OFFSHORE CLASS A","Energy","Equity","16,747,408.12","0.02","16,747,408.12","3,474,566.00","4.82","United States","NYSE","USD","1.00","USD","-"
"BVS","BIOVENTUS CLASS A","Health Care","Equity","16,739,230.48","0.02","16,739,230.48","1,271,978.00","13.16","United States","NASDAQ","USD","1.00","USD","-"
"KMTS","KESTRA MEDICAL TECHNOLOGIES","Health Care","Equity","16,691,552.82","0.02","16,691,552.82","693,747.00","24.06","United States","NASDAQ","USD","1.00","USD","-"
"PSTL","POSTAL REALTY TRUST CLASS A","Real Estate","Equity","16,662,951.36","0.02","16,662,951.36","707,256.00","23.56","United States","NYSE","USD","1.00","USD","-"
"HELE","HELEN OF TROY LTD","Consumer Discretionary","Equity","16,661,075.84","0.02","16,661,075.84","605,417.00","27.52","United States","NASDAQ","USD","1.00","USD","-"
"CCB","COASTAL FINANCIAL CORP","Financials","Equity","16,615,931.08","0.02","16,615,931.08","345,877.00","48.04","United States","NASDAQ","USD","1.00","USD","-"
"IVR","INVESCO MORTGAGE CAPITAL REIT INC","Financials","Equity","16,591,038.04","0.02","16,591,038.04","2,487,412.00","6.67","United States","NYSE","USD","1.00","USD","-"
"HPP","HUDSON PACIFIC PROPERTIES REIT","Real Estate","Equity","16,595,640.52","0.02","16,595,640.52","1,413,598.00","11.74","United States","NYSE","USD","1.00","USD","-"
"RES","RPC INC","Energy","Equity","16,566,325.10","0.02","16,566,325.10","2,715,791.00","6.10","United States","NYSE","USD","1.00","USD","-"
"SGMT","SAGIMET BIOSCIENCES SERIES A","Health Care","Equity","16,560,622.08","0.02","16,560,622.08","1,522,116.00","10.88","United States","NASDAQ","USD","1.00","USD","-"
"UAMY","UNITED STATES ANTIMONY CORP","Materials","Equity","16,531,245.94","0.02","16,531,245.94","3,494,978.00","4.73","United States","NYSE","USD","1.00","USD","-"
"FDMT","4D MOLECULAR THERAPEUTICS INC","Health Care","Equity","16,514,820.80","0.02","16,514,820.80","1,200,205.00","13.76","United States","NASDAQ","USD","1.00","USD","-"
"WVE","WAVE LIFE SCIENCES INC","Health Care","Equity","16,496,500.48","0.02","16,496,500.48","3,601,856.00","4.58","United States","NASDAQ","USD","1.00","USD","-"
"KLRA","KAILERA THERAPEUTICS INC","Health Care","Equity","16,428,706.25","0.02","16,428,706.25","1,194,815.00","13.75","United States","NASDAQ","USD","1.00","USD","-"
"CNNE","CANNAE HOLDINGS INC","Financials","Equity","16,390,178.82","0.02","16,390,178.82","1,046,627.00","15.66","United States","NYSE","USD","1.00","USD","-"
"GOOD","GLADSTONE COMMERCIAL REIT CORP","Real Estate","Equity","16,370,184.00","0.02","16,370,184.00","1,283,936.00","12.75","United States","NASDAQ","USD","1.00","USD","-"
"OPK","OPKO HEALTH","Health Care","Equity","16,359,333.12","0.02","16,359,333.12","10,486,752.00","1.56","United States","NASDAQ","USD","1.00","USD","-"
"ARRY","ARRAY TECHNOLOGIES INC","Industrials","Equity","16,322,688.90","0.02","16,322,688.90","3,701,290.00","4.41","United States","NASDAQ","USD","1.00","USD","-"
"SBGI","SINCLAIR CLASS A","Communication","Equity","16,268,384.26","0.02","16,268,384.26","1,130,534.00","14.39","United States","NASDAQ","USD","1.00","USD","-"
"KRNY","KEARNY FINANCIAL CORP","Financials","Equity","16,262,252.46","0.02","16,262,252.46","1,662,807.00","9.78","United States","NASDAQ","USD","1.00","USD","-"
"MCHB","MECHANICS BANCORP CLASS A","Financials","Equity","16,240,021.56","0.02","16,240,021.56","1,049,097.00","15.48","United States","NASDAQ","USD","1.00","USD","-"
"BOW","BOWHEAD SPECIALTY HOLDINGS","Financials","Equity","16,224,310.56","0.02","16,224,310.56","481,148.00","33.72","United States","NYSE","USD","1.00","USD","-"
"ESRT","EMPIRE STATE REALTY REIT CLASS A","Real Estate","Equity","16,212,416.22","0.02","16,212,416.22","3,779,118.00","4.29","United States","NYSE","USD","1.00","USD","-"
"CIVB","CIVISTA BANCSHARES INC","Financials","Equity","16,089,082.60","0.02","16,089,082.60","584,420.00","27.53","United States","NASDAQ","USD","1.00","USD","-"
"WLFC","WILLIS LEASE FINANCE","Industrials","Equity","16,080,471.36","0.02","16,080,471.36","297,456.00","54.06","United States","NASDAQ","USD","1.00","USD","-"
"ANNX","ANNEXON","Health Care","Equity","16,060,079.85","0.02","16,060,079.85","4,065,843.00","3.95","United States","NASDAQ","USD","1.00","USD","-"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Real Estate","Equity","16,040,178.44","0.02","16,040,178.44","2,804,227.00","5.72","United States","NYSE","USD","1.00","USD","-"
"MATW","MATTHEWS INTERNATIONAL CORP CLASS","Consumer Discretionary","Equity","16,016,061.93","0.02","16,016,061.93","804,423.00","19.91","United States","NASDAQ","USD","1.00","USD","-"
"FBIZ","FIRST BUSINESS FINANCIAL SERVICES","Financials","Equity","15,986,639.42","0.02","15,986,639.42","220,141.00","72.62","United States","NASDAQ","USD","1.00","USD","-"
"KODK","EASTMAN KODAK","Information Technology","Equity","15,916,048.68","0.02","15,916,048.68","1,741,362.00","9.14","United States","NYSE","USD","1.00","USD","-"
"BWMN","BOWMAN CONSULTING GROUP","Industrials","Equity","15,892,835.38","0.02","15,892,835.38","374,566.00","42.43","United States","NASDAQ","USD","1.00","USD","-"
"BXC","BLUELINX HOLDINGS","Industrials","Equity","15,882,589.57","0.02","15,882,589.57","201,479.00","78.83","United States","NYSE","USD","1.00","USD","-"
"JBI","JANUS INTERNATIONAL GROUP","Industrials","Equity","15,882,780.96","0.02","15,882,780.96","3,483,066.00","4.56","United States","NYSE","USD","1.00","USD","-"
"FBRT","FRANKLIN BSP REALTY TRUST","Financials","Equity","15,856,433.05","0.02","15,856,433.05","2,051,285.00","7.73","United States","NYSE","USD","1.00","USD","-"
"AHCO","ADAPTHEALTH","Health Care","Equity","15,793,885.80","0.02","15,793,885.80","2,686,035.00","5.88","United States","NASDAQ","USD","1.00","USD","-"
"VTS","VITESSE ENERGY INC","Energy","Equity","15,785,161.41","0.02","15,785,161.41","852,791.00","18.51","United States","NYSE","USD","1.00","USD","-"
"HBT","HBT FINANCIAL INC","Financials","Equity","15,777,791.96","0.02","15,777,791.96","430,147.00","36.68","United States","NASDAQ","USD","1.00","USD","-"
"NRIM","NORTHRIM BANCORP INC","Financials","Equity","15,759,180.00","0.02","15,759,180.00","603,800.00","26.10","United States","NASDAQ","USD","1.00","USD","-"
"AOSL","ALPHA AND OMEGA SEMICONDUCTOR","Information Technology","Equity","15,731,519.72","0.02","15,731,519.72","649,526.00","24.22","United States","NASDAQ","USD","1.00","USD","-"
"CLDT","CHATHAM LODGING TRUST REIT","Real Estate","Equity","15,702,588.63","0.02","15,702,588.63","1,206,963.00","13.01","United States","NYSE","USD","1.00","USD","-"
"SFST","SOUTHERN FIRST BANCSHARES INC","Financials","Equity","15,599,708.20","0.02","15,599,708.20","247,222.00","63.10","United States","NASDAQ","USD","1.00","USD","-"
"ENVX","ENOVIX","Industrials","Equity","15,567,770.82","0.02","15,567,770.82","5,154,891.00","3.02","United States","NASDAQ","USD","1.00","USD","-"
"AVLN","AVALYN PHARMA INC","Health Care","Equity","15,544,867.14","0.02","15,544,867.14","444,393.00","34.98","United States","NASDAQ","USD","1.00","USD","-"
"VSTM","VERASTEM INC","Health Care","Equity","15,531,235.74","0.02","15,531,235.74","2,068,074.00","7.51","United States","NASDAQ","USD","1.00","USD","-"
"FEIM","FREQUENCY ELECTRONICS INC","Information Technology","Equity","15,499,696.50","0.02","15,499,696.50","181,283.00","85.50","United States","NASDAQ","USD","1.00","USD","-"
"JBIO","JADE BIOSCIENCES","Health Care","Equity","15,504,631.20","0.02","15,504,631.20","852,840.00","18.18","United States","NASDAQ","USD","1.00","USD","-"
"SWBI","SMITH WESSON BRANDS INC","Consumer Discretionary","Equity","15,486,873.60","0.02","15,486,873.60","1,173,248.00","13.20","United States","NASDAQ","USD","1.00","USD","-"
"SANA","SANA BIOTECHNOLOGY","Health Care","Equity","15,399,388.80","0.02","15,399,388.80","4,812,309.00","3.20","United States","NASDAQ","USD","1.00","USD","-"
"KE","KIMBALL ELECTRONICS INC","Information Technology","Equity","15,402,891.65","0.02","15,402,891.65","643,127.00","23.95","United States","NASDAQ","USD","1.00","USD","-"
"ACEL","ACCEL ENTERTAINMENT CLASS A","Consumer Discretionary","Equity","15,387,257.73","0.02","15,387,257.73","1,334,541.00","11.53","United States","NYSE","USD","1.00","USD","-"
"PAYS","PAYSIGN INC","Financials","Equity","15,356,945.48","0.02","15,356,945.48","1,196,956.00","12.83","United States","NASDAQ","USD","1.00","USD","-"
"CRMD","CORMEDIX","Health Care","Equity","15,313,819.35","0.02","15,313,819.35","1,940,915.00","7.89","United States","NASDAQ","USD","1.00","USD","-"
"CTKB","CYTEK BIOSCIENCES","Health Care","Equity","15,299,256.84","0.02","15,299,256.84","3,167,548.00","4.83","United States","NASDAQ","USD","1.00","USD","-"
"GIC","GLOBAL INDUSTRIAL","Industrials","Equity","15,278,415.75","0.02","15,278,415.75","389,259.00","39.25","United States","NYSE","USD","1.00","USD","-"
"BCAL","CALIFORNIA BANCORP","Financials","Equity","15,112,359.70","0.02","15,112,359.70","685,990.00","22.03","United States","NASDAQ","USD","1.00","USD","-"
"ANGO","ANGIODYNAMICS","Health Care","Equity","15,107,112.24","0.02","15,107,112.24","974,024.00","15.51","United States","NASDAQ","USD","1.00","USD","-"
"CLB","CORE LABORATORIES","Energy","Equity","15,088,253.96","0.02","15,088,253.96","1,234,718.00","12.22","United States","NYSE","USD","1.00","USD","-"
"SHEN","SHENANDOAH TELECOMMUNICATIONS","Communication","Equity","15,024,669.03","0.02","15,024,669.03","1,274,357.00","11.79","United States","NASDAQ","USD","1.00","USD","-"
"CDNL","CARDINAL INFRASTRUCTURE GROUP INC","Industrials","Equity","14,986,611.12","0.02","14,986,611.12","446,828.00","33.54","United States","NASDAQ","USD","1.00","USD","-"
"CTMX","CYTOMX THERAPEUTICS","Health Care","Equity","14,977,363.20","0.02","14,977,363.20","4,680,426.00","3.20","United States","NASDAQ","USD","1.00","USD","-"
